externalId,tag
f74b457a-ed71-4f03-a6dc-ee43ec2b0d09,(Keine Auswahl)
d71e67ee-d36d-5d00-97c1-8392ce0ce0fc,(Keine Auswahl)
d65e3c2d-f5fc-4aa4-b68a-41c8f9ab3736,(Keine Auswahl)
b9cf0bb5-bd51-5669-882d-1f4d9be8e6bc,(Keine Auswahl)
a444de08-cb9f-51f9-98b6-e9a648fbb989,(Keine Auswahl)
4ad9c215-effe-42d4-be59-ebaff46aaedb,(Keine Auswahl)
ef71eac7-ee21-4487-9fbd-46f3e766c664,New York
a89c9a6f-4f96-4eca-bae3-7639bc98abd1,Frankfurt am Main
c680eb24-ab11-490a-8645-829f728c350d,Berlin
525e86da-3fd6-4bd2-a125-f84670cdbdba,Berlin
1e1ef563-31a7-4371-9f45-ea400f044511,Berlin
9b3d79ab-1a21-4bba-98c5-a4409584d1d4,(Keine Auswahl)
09986030-cb12-5193-9c00-8514195bad52,(Keine Auswahl)
f54306d0-818b-45cd-a808-528fc92adcff,Straßburg
7b0c8679-ed5a-5357-8c08-1eeb7a4eaa68,(Keine Auswahl)
a9ed4b82-771a-4339-87b5-3c7133bb8d8f,(Keine Auswahl)
ad60ed81-abb3-5dd0-b98a-d9c3aacec99c,(Keine Auswahl)
74823ede-62d9-4f03-83f6-ae22495ed8ac,Seattle
e4610295-468d-5a34-9fd6-41dfe2e6156e,(Keine Auswahl)
26861329-a0e1-4b9c-9f84-3ec410cf5d0b,(Keine Auswahl)
ff85dc46-3e04-409e-a3dc-63a03969d526,(Keine Auswahl)
3e5e41c6-68e1-4835-9a4c-51abcd495a67,Berlin
